primary_intention,file_name,count,total,rate,corpus_mean,corpus_std,zscore,rank
intervention,bible_BKR_Z.txt,0,40,0.0,0.035,0.0307,-1.14,64
intervention,bible_BKR_Za.txt,2,40,0.05,0.035,0.0307,0.488,29
intervention,bible_BKR_Zd.txt,0,40,0.0,0.035,0.0307,-1.14,65
intervention,bible_BKR_Zj.txt,0,40,0.0,0.035,0.0307,-1.14,66
justifying,bible_BKR_1J.txt,1,40,0.025,0.0462,0.0327,-0.647,43
justifying,bible_BKR_1K.txt,0,40,0.0,0.0462,0.0327,-1.412,55
justifying,bible_BKR_1Kr.txt,0,40,0.0,0.0462,0.0327,-1.412,56
justifying,bible_BKR_1P.txt,2,40,0.05,0.0462,0.0327,0.117,18
justifying,bible_BKR_1Pa.txt,2,40,0.05,0.0462,0.0327,0.117,19
justifying,bible_BKR_1S.txt,3,40,0.075,0.0462,0.0327,0.882,8
justifying,bible_BKR_1Te.txt,0,40,0.0,0.0462,0.0327,-1.412,57
justifying,bible_BKR_1Tm.txt,4,40,0.1,0.0462,0.0327,1.646,4
justifying,bible_BKR_2J.txt,0,13,0.0,0.0462,0.0327,-1.412,58
justifying,bible_BKR_2K.txt,2,40,0.05,0.0462,0.0327,0.117,20
justifying,bible_BKR_2Kr.txt,3,40,0.075,0.0462,0.0327,0.882,9
justifying,bible_BKR_2P.txt,2,40,0.05,0.0462,0.0327,0.117,21
justifying,bible_BKR_2Pa.txt,2,40,0.05,0.0462,0.0327,0.117,22
justifying,bible_BKR_2S.txt,1,40,0.025,0.0462,0.0327,-0.647,44
justifying,bible_BKR_2Te.txt,1,40,0.025,0.0462,0.0327,-0.647,45
justifying,bible_BKR_2Tm.txt,2,40,0.05,0.0462,0.0327,0.117,23
justifying,bible_BKR_3J.txt,1,15,0.0667,0.0462,0.0327,0.628,17
justifying,bible_BKR_Abd.txt,0,21,0.0,0.0462,0.0327,-1.412,59
justifying,bible_BKR_Abk.txt,3,40,0.075,0.0462,0.0327,0.882,10
justifying,bible_BKR_Ag.txt,0,38,0.0,0.0462,0.0327,-1.412,60
justifying,bible_BKR_Am.txt,2,40,0.05,0.0462,0.0327,0.117,24
justifying,bible_BKR_Da.txt,1,40,0.025,0.0462,0.0327,-0.647,46
justifying,bible_BKR_Dt.txt,2,40,0.05,0.0462,0.0327,0.117,25
justifying,bible_BKR_Ef.txt,3,40,0.075,0.0462,0.0327,0.882,11
justifying,bible_BKR_Est.txt,2,40,0.05,0.0462,0.0327,0.117,26
justifying,bible_BKR_Ex.txt,1,40,0.025,0.0462,0.0327,-0.647,47
justifying,bible_BKR_Ez.txt,5,40,0.125,0.0462,0.0327,2.411,1
justifying,bible_BKR_Ezd.txt,4,40,0.1,0.0462,0.0327,1.646,5
justifying,bible_BKR_Fm.txt,1,25,0.04,0.0462,0.0327,-0.188,41
justifying,bible_BKR_Fp.txt,3,40,0.075,0.0462,0.0327,0.882,12
justifying,bible_BKR_Ga.txt,2,40,0.05,0.0462,0.0327,0.117,27
justifying,bible_BKR_Gn.txt,2,40,0.05,0.0462,0.0327,0.117,28
justifying,bible_BKR_Iz.txt,5,40,0.125,0.0462,0.0327,2.411,2
justifying,bible_BKR_J.txt,2,40,0.05,0.0462,0.0327,0.117,29
justifying,bible_BKR_Jb.txt,5,40,0.125,0.0462,0.0327,2.411,3
justifying,bible_BKR_Jk.txt,1,40,0.025,0.0462,0.0327,-0.647,48
justifying,bible_BKR_Jl.txt,2,40,0.05,0.0462,0.0327,0.117,30
justifying,bible_BKR_Jon.txt,3,40,0.075,0.0462,0.0327,0.882,13
justifying,bible_BKR_Joz.txt,0,40,0.0,0.0462,0.0327,-1.412,61
justifying,bible_BKR_Jr.txt,4,40,0.1,0.0462,0.0327,1.646,6
justifying,bible_BKR_Ju.txt,1,25,0.04,0.0462,0.0327,-0.188,42
justifying,bible_BKR_Kaz.txt,2,40,0.05,0.0462,0.0327,0.117,31
justifying,bible_BKR_Ko.txt,1,40,0.025,0.0462,0.0327,-0.647,49
justifying,bible_BKR_L.txt,1,40,0.025,0.0462,0.0327,-0.647,50
justifying,bible_BKR_Lv.txt,3,40,0.075,0.0462,0.0327,0.882,14
justifying,bible_BKR_Mal.txt,2,40,0.05,0.0462,0.0327,0.117,32
justifying,bible_BKR_Mi.txt,1,40,0.025,0.0462,0.0327,-0.647,51
justifying,bible_BKR_Mk.txt,2,40,0.05,0.0462,0.0327,0.117,33
justifying,bible_BKR_Mt.txt,2,40,0.05,0.0462,0.0327,0.117,34
justifying,bible_BKR_Na.txt,0,40,0.0,0.0462,0.0327,-1.412,62
justifying,bible_BKR_Neh.txt,1,40,0.025,0.0462,0.0327,-0.647,52
justifying,bible_BKR_Nu.txt,0,40,0.0,0.0462,0.0327,-1.412,63
justifying,bible_BKR_Oz.txt,4,40,0.1,0.0462,0.0327,1.646,7
justifying,bible_BKR_Pis.txt,0,40,0.0,0.0462,0.0327,-1.412,64
justifying,bible_BKR_Pl.txt,2,40,0.05,0.0462,0.0327,0.117,35
justifying,bible_BKR_Pr.txt,0,40,0.0,0.0462,0.0327,-1.412,65
justifying,bible_BKR_R.txt,3,40,0.075,0.0462,0.0327,0.882,15
justifying,bible_BKR_Rt.txt,0,40,0.0,0.0462,0.0327,-1.412,66
justifying,bible_BKR_Sd.txt,1,40,0.025,0.0462,0.0327,-0.647,53
justifying,bible_BKR_Sf.txt,2,40,0.05,0.0462,0.0327,0.117,36
justifying,bible_BKR_Sk.txt,1,40,0.025,0.0462,0.0327,-0.647,54
justifying,bible_BKR_Tit.txt,2,40,0.05,0.0462,0.0327,0.117,37
justifying,bible_BKR_Z.txt,3,40,0.075,0.0462,0.0327,0.882,16
justifying,bible_BKR_Za.txt,2,40,0.05,0.0462,0.0327,0.117,38
justifying,bible_BKR_Zd.txt,2,40,0.05,0.0462,0.0327,0.117,39
justifying,bible_BKR_Zj.txt,2,40,0.05,0.0462,0.0327,0.117,40
legitimation,bible_BKR_1J.txt,4,40,0.1,0.1356,0.0584,-0.61,42
legitimation,bible_BKR_1K.txt,7,40,0.175,0.1356,0.0584,0.675,16
legitimation,bible_BKR_1Kr.txt,6,40,0.15,0.1356,0.0584,0.246,24
legitimation,bible_BKR_1P.txt,4,40,0.1,0.1356,0.0584,-0.61,43
legitimation,bible_BKR_1Pa.txt,4,40,0.1,0.1356,0.0584,-0.61,44
legitimation,bible_BKR_1S.txt,4,40,0.1,0.1356,0.0584,-0.61,45
legitimation,bible_BKR_1Te.txt,1,40,0.025,0.1356,0.0584,-1.896,64
legitimation,bible_BKR_1Tm.txt,7,40,0.175,0.1356,0.0584,0.675,17
legitimation,bible_BKR_2J.txt,3,13,0.2308,0.1356,0.0584,1.631,2
legitimation,bible_BKR_2K.txt,6,40,0.15,0.1356,0.0584,0.246,25
legitimation,bible_BKR_2Kr.txt,9,40,0.225,0.1356,0.0584,1.532,3
legitimation,bible_BKR_2P.txt,5,40,0.125,0.1356,0.0584,-0.182,35
legitimation,bible_BKR_2Pa.txt,7,40,0.175,0.1356,0.0584,0.675,18
legitimation,bible_BKR_2S.txt,7,40,0.175,0.1356,0.0584,0.675,19
legitimation,bible_BKR_2Te.txt,2,40,0.05,0.1356,0.0584,-1.467,60
legitimation,bible_BKR_2Tm.txt,6,40,0.15,0.1356,0.0584,0.246,26
legitimation,bible_BKR_3J.txt,3,15,0.2,0.1356,0.0584,1.103,7
legitimation,bible_BKR_Abd.txt,0,21,0.0,0.1356,0.0584,-2.324,66
legitimation,bible_BKR_Abk.txt,8,40,0.2,0.1356,0.0584,1.103,8
legitimation,bible_BKR_Ag.txt,4,38,0.1053,0.1356,0.0584,-0.52,41
legitimation,bible_BKR_Am.txt,7,40,0.175,0.1356,0.0584,0.675,20
legitimation,bible_BKR_Da.txt,3,40,0.075,0.1356,0.0584,-1.039,53
legitimation,bible_BKR_Dt.txt,8,40,0.2,0.1356,0.0584,1.103,9
legitimation,bible_BKR_Ef.txt,6,40,0.15,0.1356,0.0584,0.246,27
legitimation,bible_BKR_Est.txt,8,40,0.2,0.1356,0.0584,1.103,10
legitimation,bible_BKR_Ex.txt,1,40,0.025,0.1356,0.0584,-1.896,65
legitimation,bible_BKR_Ez.txt,5,40,0.125,0.1356,0.0584,-0.182,36
legitimation,bible_BKR_Ezd.txt,5,40,0.125,0.1356,0.0584,-0.182,37
legitimation,bible_BKR_Fm.txt,1,25,0.04,0.1356,0.0584,-1.639,63
legitimation,bible_BKR_Fp.txt,2,40,0.05,0.1356,0.0584,-1.467,61
legitimation,bible_BKR_Ga.txt,6,40,0.15,0.1356,0.0584,0.246,28
legitimation,bible_BKR_Gn.txt,6,40,0.15,0.1356,0.0584,0.246,29
legitimation,bible_BKR_Iz.txt,6,40,0.15,0.1356,0.0584,0.246,30
legitimation,bible_BKR_J.txt,3,40,0.075,0.1356,0.0584,-1.039,54
legitimation,bible_BKR_Jb.txt,4,40,0.1,0.1356,0.0584,-0.61,46
legitimation,bible_BKR_Jk.txt,8,40,0.2,0.1356,0.0584,1.103,11
legitimation,bible_BKR_Jl.txt,7,40,0.175,0.1356,0.0584,0.675,21
legitimation,bible_BKR_Jon.txt,5,40,0.125,0.1356,0.0584,-0.182,38
legitimation,bible_BKR_Joz.txt,4,40,0.1,0.1356,0.0584,-0.61,47
legitimation,bible_BKR_Jr.txt,6,40,0.15,0.1356,0.0584,0.246,31
legitimation,bible_BKR_Ju.txt,5,25,0.2,0.1356,0.0584,1.103,12
legitimation,bible_BKR_Kaz.txt,4,40,0.1,0.1356,0.0584,-0.61,48
legitimation,bible_BKR_Ko.txt,7,40,0.175,0.1356,0.0584,0.675,22
legitimation,bible_BKR_L.txt,3,40,0.075,0.1356,0.0584,-1.039,55
legitimation,bible_BKR_Lv.txt,3,40,0.075,0.1356,0.0584,-1.039,56
legitimation,bible_BKR_Mal.txt,6,40,0.15,0.1356,0.0584,0.246,32
legitimation,bible_BKR_Mi.txt,4,40,0.1,0.1356,0.0584,-0.61,49
legitimation,bible_BKR_Mk.txt,4,40,0.1,0.1356,0.0584,-0.61,50
legitimation,bible_BKR_Mt.txt,7,40,0.175,0.1356,0.0584,0.675,23
legitimation,bible_BKR_Na.txt,6,40,0.15,0.1356,0.0584,0.246,33
legitimation,bible_BKR_Neh.txt,3,40,0.075,0.1356,0.0584,-1.039,57
legitimation,bible_BKR_Nu.txt,3,40,0.075,0.1356,0.0584,-1.039,58
legitimation,bible_BKR_Oz.txt,6,40,0.15,0.1356,0.0584,0.246,34
legitimation,bible_BKR_Pis.txt,9,40,0.225,0.1356,0.0584,1.532,4
legitimation,bible_BKR_Pl.txt,4,40,0.1,0.1356,0.0584,-0.61,51
legitimation,bible_BKR_Pr.txt,9,40,0.225,0.1356,0.0584,1.532,5
legitimation,bible_BKR_R.txt,9,40,0.225,0.1356,0.0584,1.532,6
legitimation,bible_BKR_Rt.txt,4,40,0.1,0.1356,0.0584,-0.61,52
legitimation,bible_BKR_Sd.txt,3,40,0.075,0.1356,0.0584,-1.039,59
legitimation,bible_BKR_Sf.txt,5,40,0.125,0.1356,0.0584,-0.182,39
legitimation,bible_BKR_Sk.txt,2,40,0.05,0.1356,0.0584,-1.467,62
legitimation,bible_BKR_Tit.txt,8,40,0.2,0.1356,0.0584,1.103,13
legitimation,bible_BKR_Z.txt,10,40,0.25,0.1356,0.0584,1.96,1
legitimation,bible_BKR_Za.txt,5,40,0.125,0.1356,0.0584,-0.182,40
legitimation,bible_BKR_Zd.txt,8,40,0.2,0.1356,0.0584,1.103,14
legitimation,bible_BKR_Zj.txt,8,40,0.2,0.1356,0.0584,1.103,15
mobilizing,bible_BKR_1J.txt,1,40,0.025,0.0339,0.0298,-0.297,25
mobilizing,bible_BKR_1K.txt,3,40,0.075,0.0339,0.0298,1.378,6
mobilizing,bible_BKR_1Kr.txt,0,40,0.0,0.0339,0.0298,-1.135,50
mobilizing,bible_BKR_1P.txt,2,40,0.05,0.0339,0.0298,0.541,14
mobilizing,bible_BKR_1Pa.txt,1,40,0.025,0.0339,0.0298,-0.297,26
mobilizing,bible_BKR_1S.txt,1,40,0.025,0.0339,0.0298,-0.297,27
mobilizing,bible_BKR_1Te.txt,1,40,0.025,0.0339,0.0298,-0.297,28
mobilizing,bible_BKR_1Tm.txt,1,40,0.025,0.0339,0.0298,-0.297,29
mobilizing,bible_BKR_2J.txt,1,13,0.0769,0.0339,0.0298,1.442,5
mobilizing,bible_BKR_2K.txt,1,40,0.025,0.0339,0.0298,-0.297,30
mobilizing,bible_BKR_2Kr.txt,1,40,0.025,0.0339,0.0298,-0.297,31
mobilizing,bible_BKR_2P.txt,0,40,0.0,0.0339,0.0298,-1.135,51
mobilizing,bible_BKR_2Pa.txt,4,40,0.1,0.0339,0.0298,2.216,2
mobilizing,bible_BKR_2S.txt,3,40,0.075,0.0339,0.0298,1.378,7
mobilizing,bible_BKR_2Te.txt,3,40,0.075,0.0339,0.0298,1.378,8
mobilizing,bible_BKR_2Tm.txt,5,40,0.125,0.0339,0.0298,3.054,1
mobilizing,bible_BKR_3J.txt,1,15,0.0667,0.0339,0.0298,1.1,13
mobilizing,bible_BKR_Abd.txt,1,21,0.0476,0.0339,0.0298,0.46,23
mobilizing,bible_BKR_Abk.txt,2,40,0.05,0.0339,0.0298,0.541,15
mobilizing,bible_BKR_Ag.txt,3,38,0.0789,0.0339,0.0298,1.509,4
mobilizing,bible_BKR_Am.txt,0,40,0.0,0.0339,0.0298,-1.135,52
mobilizing,bible_BKR_Da.txt,0,40,0.0,0.0339,0.0298,-1.135,53
mobilizing,bible_BKR_Dt.txt,2,40,0.05,0.0339,0.0298,0.541,16
mobilizing,bible_BKR_Ef.txt,0,40,0.0,0.0339,0.0298,-1.135,54
mobilizing,bible_BKR_Est.txt,1,40,0.025,0.0339,0.0298,-0.297,32
mobilizing,bible_BKR_Ex.txt,4,40,0.1,0.0339,0.0298,2.216,3
mobilizing,bible_BKR_Ez.txt,1,40,0.025,0.0339,0.0298,-0.297,33
mobilizing,bible_BKR_Ezd.txt,1,40,0.025,0.0339,0.0298,-0.297,34
mobilizing,bible_BKR_Fm.txt,1,25,0.04,0.0339,0.0298,0.206,24
mobilizing,bible_BKR_Fp.txt,1,40,0.025,0.0339,0.0298,-0.297,35
mobilizing,bible_BKR_Ga.txt,1,40,0.025,0.0339,0.0298,-0.297,36
mobilizing,bible_BKR_Gn.txt,1,40,0.025,0.0339,0.0298,-0.297,37
mobilizing,bible_BKR_Iz.txt,0,40,0.0,0.0339,0.0298,-1.135,55
mobilizing,bible_BKR_J.txt,0,40,0.0,0.0339,0.0298,-1.135,56
mobilizing,bible_BKR_Jb.txt,2,40,0.05,0.0339,0.0298,0.541,17
mobilizing,bible_BKR_Jk.txt,0,40,0.0,0.0339,0.0298,-1.135,57
mobilizing,bible_BKR_Jl.txt,1,40,0.025,0.0339,0.0298,-0.297,38
mobilizing,bible_BKR_Jon.txt,2,40,0.05,0.0339,0.0298,0.541,18
mobilizing,bible_BKR_Joz.txt,2,40,0.05,0.0339,0.0298,0.541,19
mobilizing,bible_BKR_Jr.txt,0,40,0.0,0.0339,0.0298,-1.135,58
mobilizing,bible_BKR_Ju.txt,0,25,0.0,0.0339,0.0298,-1.135,59
mobilizing,bible_BKR_Kaz.txt,1,40,0.025,0.0339,0.0298,-0.297,39
mobilizing,bible_BKR_Ko.txt,2,40,0.05,0.0339,0.0298,0.541,20
mobilizing,bible_BKR_L.txt,1,40,0.025,0.0339,0.0298,-0.297,40
mobilizing,bible_BKR_Lv.txt,1,40,0.025,0.0339,0.0298,-0.297,41
mobilizing,bible_BKR_Mal.txt,1,40,0.025,0.0339,0.0298,-0.297,42
mobilizing,bible_BKR_Mi.txt,0,40,0.0,0.0339,0.0298,-1.135,60
mobilizing,bible_BKR_Mk.txt,1,40,0.025,0.0339,0.0298,-0.297,43
mobilizing,bible_BKR_Mt.txt,1,40,0.025,0.0339,0.0298,-0.297,44
mobilizing,bible_BKR_Na.txt,3,40,0.075,0.0339,0.0298,1.378,9
mobilizing,bible_BKR_Neh.txt,3,40,0.075,0.0339,0.0298,1.378,10
mobilizing,bible_BKR_Nu.txt,0,40,0.0,0.0339,0.0298,-1.135,61
mobilizing,bible_BKR_Oz.txt,1,40,0.025,0.0339,0.0298,-0.297,45
mobilizing,bible_BKR_Pis.txt,2,40,0.05,0.0339,0.0298,0.541,21
mobilizing,bible_BKR_Pl.txt,2,40,0.05,0.0339,0.0298,0.541,22
mobilizing,bible_BKR_Pr.txt,1,40,0.025,0.0339,0.0298,-0.297,46
mobilizing,bible_BKR_R.txt,0,40,0.0,0.0339,0.0298,-1.135,62
mobilizing,bible_BKR_Rt.txt,1,40,0.025,0.0339,0.0298,-0.297,47
mobilizing,bible_BKR_Sd.txt,1,40,0.025,0.0339,0.0298,-0.297,48
mobilizing,bible_BKR_Sf.txt,0,40,0.0,0.0339,0.0298,-1.135,63
mobilizing,bible_BKR_Sk.txt,3,40,0.075,0.0339,0.0298,1.378,11
mobilizing,bible_BKR_Tit.txt,0,40,0.0,0.0339,0.0298,-1.135,64
mobilizing,bible_BKR_Z.txt,0,40,0.0,0.0339,0.0298,-1.135,65
mobilizing,bible_BKR_Za.txt,1,40,0.025,0.0339,0.0298,-0.297,49
mobilizing,bible_BKR_Zd.txt,0,40,0.0,0.0339,0.0298,-1.135,66
mobilizing,bible_BKR_Zj.txt,3,40,0.075,0.0339,0.0298,1.378,12
narrative,bible_BKR_1J.txt,0,40,0.0,0.0365,0.0315,-1.157,50
narrative,bible_BKR_1K.txt,4,40,0.1,0.0365,0.0315,2.016,2
narrative,bible_BKR_1Kr.txt,2,40,0.05,0.0365,0.0315,0.43,13
narrative,bible_BKR_1P.txt,0,40,0.0,0.0365,0.0315,-1.157,51
narrative,bible_BKR_1Pa.txt,0,40,0.0,0.0365,0.0315,-1.157,52
narrative,bible_BKR_1S.txt,3,40,0.075,0.0365,0.0315,1.223,5
narrative,bible_BKR_1Te.txt,0,40,0.0,0.0365,0.0315,-1.157,53
narrative,bible_BKR_1Tm.txt,2,40,0.05,0.0365,0.0315,0.43,14
narrative,bible_BKR_2J.txt,0,13,0.0,0.0365,0.0315,-1.157,54
narrative,bible_BKR_2K.txt,2,40,0.05,0.0365,0.0315,0.43,15
narrative,bible_BKR_2Kr.txt,0,40,0.0,0.0365,0.0315,-1.157,55
narrative,bible_BKR_2P.txt,2,40,0.05,0.0365,0.0315,0.43,16
narrative,bible_BKR_2Pa.txt,2,40,0.05,0.0365,0.0315,0.43,17
narrative,bible_BKR_2S.txt,3,40,0.075,0.0365,0.0315,1.223,6
narrative,bible_BKR_2Te.txt,1,40,0.025,0.0365,0.0315,-0.364,31
narrative,bible_BKR_2Tm.txt,3,40,0.075,0.0365,0.0315,1.223,7
narrative,bible_BKR_3J.txt,1,15,0.0667,0.0365,0.0315,0.96,12
narrative,bible_BKR_Abd.txt,0,21,0.0,0.0365,0.0315,-1.157,56
narrative,bible_BKR_Abk.txt,2,40,0.05,0.0365,0.0315,0.43,18
narrative,bible_BKR_Ag.txt,0,38,0.0,0.0365,0.0315,-1.157,57
narrative,bible_BKR_Am.txt,2,40,0.05,0.0365,0.0315,0.43,19
narrative,bible_BKR_Da.txt,1,40,0.025,0.0365,0.0315,-0.364,32
narrative,bible_BKR_Dt.txt,1,40,0.025,0.0365,0.0315,-0.364,33
narrative,bible_BKR_Ef.txt,0,40,0.0,0.0365,0.0315,-1.157,58
narrative,bible_BKR_Est.txt,1,40,0.025,0.0365,0.0315,-0.364,34
narrative,bible_BKR_Ex.txt,0,40,0.0,0.0365,0.0315,-1.157,59
narrative,bible_BKR_Ez.txt,4,40,0.1,0.0365,0.0315,2.016,3
narrative,bible_BKR_Ezd.txt,1,40,0.025,0.0365,0.0315,-0.364,35
narrative,bible_BKR_Fm.txt,0,25,0.0,0.0365,0.0315,-1.157,60
narrative,bible_BKR_Fp.txt,2,40,0.05,0.0365,0.0315,0.43,20
narrative,bible_BKR_Ga.txt,0,40,0.0,0.0365,0.0315,-1.157,61
narrative,bible_BKR_Gn.txt,0,40,0.0,0.0365,0.0315,-1.157,62
narrative,bible_BKR_Iz.txt,6,40,0.15,0.0365,0.0315,3.603,1
narrative,bible_BKR_J.txt,1,40,0.025,0.0365,0.0315,-0.364,36
narrative,bible_BKR_Jb.txt,2,40,0.05,0.0365,0.0315,0.43,21
narrative,bible_BKR_Jk.txt,1,40,0.025,0.0365,0.0315,-0.364,37
narrative,bible_BKR_Jl.txt,3,40,0.075,0.0365,0.0315,1.223,8
narrative,bible_BKR_Jon.txt,2,40,0.05,0.0365,0.0315,0.43,22
narrative,bible_BKR_Joz.txt,1,40,0.025,0.0365,0.0315,-0.364,38
narrative,bible_BKR_Jr.txt,2,40,0.05,0.0365,0.0315,0.43,23
narrative,bible_BKR_Ju.txt,1,25,0.04,0.0365,0.0315,0.112,30
narrative,bible_BKR_Kaz.txt,1,40,0.025,0.0365,0.0315,-0.364,39
narrative,bible_BKR_Ko.txt,1,40,0.025,0.0365,0.0315,-0.364,40
narrative,bible_BKR_L.txt,1,40,0.025,0.0365,0.0315,-0.364,41
narrative,bible_BKR_Lv.txt,2,40,0.05,0.0365,0.0315,0.43,24
narrative,bible_BKR_Mal.txt,2,40,0.05,0.0365,0.0315,0.43,25
narrative,bible_BKR_Mi.txt,3,40,0.075,0.0365,0.0315,1.223,9
narrative,bible_BKR_Mk.txt,0,40,0.0,0.0365,0.0315,-1.157,63
narrative,bible_BKR_Mt.txt,1,40,0.025,0.0365,0.0315,-0.364,42
narrative,bible_BKR_Na.txt,2,40,0.05,0.0365,0.0315,0.43,26
narrative,bible_BKR_Neh.txt,1,40,0.025,0.0365,0.0315,-0.364,43
narrative,bible_BKR_Nu.txt,1,40,0.025,0.0365,0.0315,-0.364,44
narrative,bible_BKR_Oz.txt,3,40,0.075,0.0365,0.0315,1.223,10
narrative,bible_BKR_Pis.txt,1,40,0.025,0.0365,0.0315,-0.364,45
narrative,bible_BKR_Pl.txt,0,40,0.0,0.0365,0.0315,-1.157,64
narrative,bible_BKR_Pr.txt,2,40,0.05,0.0365,0.0315,0.43,27
narrative,bible_BKR_R.txt,1,40,0.025,0.0365,0.0315,-0.364,46
narrative,bible_BKR_Rt.txt,3,40,0.075,0.0365,0.0315,1.223,11
narrative,bible_BKR_Sd.txt,1,40,0.025,0.0365,0.0315,-0.364,47
narrative,bible_BKR_Sf.txt,0,40,0.0,0.0365,0.0315,-1.157,65
narrative,bible_BKR_Sk.txt,1,40,0.025,0.0365,0.0315,-0.364,48
narrative,bible_BKR_Tit.txt,2,40,0.05,0.0365,0.0315,0.43,28
narrative,bible_BKR_Z.txt,2,40,0.05,0.0365,0.0315,0.43,29
narrative,bible_BKR_Za.txt,1,40,0.025,0.0365,0.0315,-0.364,49
narrative,bible_BKR_Zd.txt,4,40,0.1,0.0365,0.0315,2.016,4
narrative,bible_BKR_Zj.txt,0,40,0.0,0.0365,0.0315,-1.157,66
persuading,bible_BKR_1J.txt,0,40,0.0,0.0304,0.028,-1.084,47
persuading,bible_BKR_1K.txt,0,40,0.0,0.0304,0.028,-1.084,48
persuading,bible_BKR_1Kr.txt,0,40,0.0,0.0304,0.028,-1.084,49
persuading,bible_BKR_1P.txt,1,40,0.025,0.0304,0.028,-0.191,25
persuading,bible_BKR_1Pa.txt,1,40,0.025,0.0304,0.028,-0.191,26
persuading,bible_BKR_1S.txt,0,40,0.0,0.0304,0.028,-1.084,50
persuading,bible_BKR_1Te.txt,1,40,0.025,0.0304,0.028,-0.191,27
persuading,bible_BKR_1Tm.txt,1,40,0.025,0.0304,0.028,-0.191,28
persuading,bible_BKR_2J.txt,0,13,0.0,0.0304,0.028,-1.084,51
persuading,bible_BKR_2K.txt,0,40,0.0,0.0304,0.028,-1.084,52
persuading,bible_BKR_2Kr.txt,2,40,0.05,0.0304,0.028,0.701,9
persuading,bible_BKR_2P.txt,2,40,0.05,0.0304,0.028,0.701,10
persuading,bible_BKR_2Pa.txt,1,40,0.025,0.0304,0.028,-0.191,29
persuading,bible_BKR_2S.txt,1,40,0.025,0.0304,0.028,-0.191,30
persuading,bible_BKR_2Te.txt,2,40,0.05,0.0304,0.028,0.701,11
persuading,bible_BKR_2Tm.txt,1,40,0.025,0.0304,0.028,-0.191,31
persuading,bible_BKR_3J.txt,0,15,0.0,0.0304,0.028,-1.084,53
persuading,bible_BKR_Abd.txt,1,21,0.0476,0.0304,0.028,0.615,23
persuading,bible_BKR_Abk.txt,0,40,0.0,0.0304,0.028,-1.084,54
persuading,bible_BKR_Ag.txt,1,38,0.0263,0.0304,0.028,-0.145,24
persuading,bible_BKR_Am.txt,1,40,0.025,0.0304,0.028,-0.191,32
persuading,bible_BKR_Da.txt,1,40,0.025,0.0304,0.028,-0.191,33
persuading,bible_BKR_Dt.txt,3,40,0.075,0.0304,0.028,1.593,4
persuading,bible_BKR_Ef.txt,1,40,0.025,0.0304,0.028,-0.191,34
persuading,bible_BKR_Est.txt,2,40,0.05,0.0304,0.028,0.701,12
persuading,bible_BKR_Ex.txt,0,40,0.0,0.0304,0.028,-1.084,55
persuading,bible_BKR_Ez.txt,1,40,0.025,0.0304,0.028,-0.191,35
persuading,bible_BKR_Ezd.txt,0,40,0.0,0.0304,0.028,-1.084,56
persuading,bible_BKR_Fm.txt,0,25,0.0,0.0304,0.028,-1.084,57
persuading,bible_BKR_Fp.txt,1,40,0.025,0.0304,0.028,-0.191,36
persuading,bible_BKR_Ga.txt,2,40,0.05,0.0304,0.028,0.701,13
persuading,bible_BKR_Gn.txt,0,40,0.0,0.0304,0.028,-1.084,58
persuading,bible_BKR_Iz.txt,2,40,0.05,0.0304,0.028,0.701,14
persuading,bible_BKR_J.txt,0,40,0.0,0.0304,0.028,-1.084,59
persuading,bible_BKR_Jb.txt,4,40,0.1,0.0304,0.028,2.486,2
persuading,bible_BKR_Jk.txt,0,40,0.0,0.0304,0.028,-1.084,60
persuading,bible_BKR_Jl.txt,2,40,0.05,0.0304,0.028,0.701,15
persuading,bible_BKR_Jon.txt,2,40,0.05,0.0304,0.028,0.701,16
persuading,bible_BKR_Joz.txt,1,40,0.025,0.0304,0.028,-0.191,37
persuading,bible_BKR_Jr.txt,1,40,0.025,0.0304,0.028,-0.191,38
persuading,bible_BKR_Ju.txt,2,25,0.08,0.0304,0.028,1.772,3
persuading,bible_BKR_Kaz.txt,5,40,0.125,0.0304,0.028,3.378,1
persuading,bible_BKR_Ko.txt,3,40,0.075,0.0304,0.028,1.593,5
persuading,bible_BKR_L.txt,2,40,0.05,0.0304,0.028,0.701,17
persuading,bible_BKR_Lv.txt,0,40,0.0,0.0304,0.028,-1.084,61
persuading,bible_BKR_Mal.txt,2,40,0.05,0.0304,0.028,0.701,18
persuading,bible_BKR_Mi.txt,3,40,0.075,0.0304,0.028,1.593,6
persuading,bible_BKR_Mk.txt,2,40,0.05,0.0304,0.028,0.701,19
persuading,bible_BKR_Mt.txt,0,40,0.0,0.0304,0.028,-1.084,62
persuading,bible_BKR_Na.txt,2,40,0.05,0.0304,0.028,0.701,20
persuading,bible_BKR_Neh.txt,1,40,0.025,0.0304,0.028,-0.191,39
persuading,bible_BKR_Nu.txt,1,40,0.025,0.0304,0.028,-0.191,40
persuading,bible_BKR_Oz.txt,0,40,0.0,0.0304,0.028,-1.084,63
persuading,bible_BKR_Pis.txt,1,40,0.025,0.0304,0.028,-0.191,41
persuading,bible_BKR_Pl.txt,3,40,0.075,0.0304,0.028,1.593,7
persuading,bible_BKR_Pr.txt,1,40,0.025,0.0304,0.028,-0.191,42
persuading,bible_BKR_R.txt,1,40,0.025,0.0304,0.028,-0.191,43
persuading,bible_BKR_Rt.txt,1,40,0.025,0.0304,0.028,-0.191,44
